MCH Institution Type,MCH Institution Type Name,File Type,Package,Field Name,Fields in Package,Field Description
63,Child Care Centers,Institution & Personnel with Email,Supplementary Features,Early Childhood Enrollment,1 Field,A numeric value indicating the center's capacity for enrollment in childcare and/or preschool programs.
63,Child Care Centers,Institution & Personnel with Email,Supplementary Features,Early Childhood Enrollment Range Code,1 Field,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.
63,Child Care Centers,Institution & Personnel with Email,Supplementary Features,Number of Centers,1 Field,The number of centers affiliated with this central or regional office.
63,Child Care Centers,Institution & Personnel with Email,Supplementary Features,Number of Centers Code,1 Field,A code-based attribute representing the numerica attribute Number of Centers in ranges.
63,Child Care Centers,Institution & Personnel with Email,Supplementary Features,Organizational Affiliation,9 Fields,Indicates that the center is affiliated with a particular organization.
70,Healthcare Ownership,Institution,Base,Institution ID,1 Field,Institution Permanent Identification Number
70,Healthcare Ownership,Institution,Base,MCH Institution Type,1 Field,MCH Institution Type
70,Healthcare Ownership,Institution,Base,Mailing Address,1 Field,The mailing address of the institution.
70,Healthcare Ownership,Institution,Base,Institution Name,1 Field,The name of the institution.
70,Healthcare Ownership,Institution,Base,Mailing Address2,1 Field,Additional mailing address information to aid in delivery.
70,Healthcare Ownership,Institution,Base,Mailing City,1 Field,The mailing city of the institution.
70,Healthcare Ownership,Institution,Base,Mailing State,1 Field,The mailing state of the institution.
70,Healthcare Ownership,Institution,Base,Mailing Zip,1 Field,The mailing zip code of the institution.
70,Healthcare Ownership,Institution,Base,Mailing Zip4,1 Field,The mailing zip + 4 code of the institution.
70,Healthcare Ownership,Institution,Base,Mailing County FIPS,1 Field,The mailing county FIPS code of the institution.
70,Healthcare Ownership,Institution,Base,Mailing County,1 Field,The mailing county name of the institution.
70,Healthcare Ownership,Institution,Base,Phone Number,1 Field,The phone number of the institution.
70,Healthcare Ownership,Institution,Base,Physical Address,1 Field,The physical address of the institution.
70,Healthcare Ownership,Institution,Base,Physical Address 2,1 Field,Additional physical address information to aid in location identification.
70,Healthcare Ownership,Institution,Base,Physical City,1 Field,The physical city of the institution.
70,Healthcare Ownership,Institution,Base,Physical State,1 Field,The physical state of the institution.
70,Healthcare Ownership,Institution,Base,Physical Zip,1 Field,The physical zip code of the institution.
70,Healthcare Ownership,Institution,Base,Physical Zip4,1 Field,The physical zip + 4 code of the institution.
70,Healthcare Ownership,Institution,Base,CBSA,1 Field,The core based statistical area code of the institution.
70,Healthcare Ownership,Institution,Base,Physical County FIPS,1 Field,The physical county FIPS code of the institution.
70,Healthcare Ownership,Institution,Base,Physical County,1 Field,The physical county name of the institution.
70,Healthcare Ownership,Institution,Base,Website URL,1 Field,URL for website related to the institution.
70,Healthcare Ownership,Institution,Base,Institution New-to-File Date,1 Field,The date the institution record was added to the MCH database. Institutions with a date of 1950 were added to the MCH system prior to using date stamps on the data.
70,Healthcare Ownership,Institution,Base,Parent ID,1 Field,Immediate Parent PIN for the institution.
70,Healthcare Ownership,Institution,Base,Parent Name,1 Field,The institution name of the immediate parent organization.
70,Healthcare Ownership,Institution,Base,Parent Institution Type,1 Field,Institution type for the Parent PIN.
70,Healthcare Ownership,Institution,Base,Main Parent ID,1 Field,Institution PIN representing the highest valid PIN in the parent list. Defines the hierarchy for institutions.
70,Healthcare Ownership,Institution,Base,Main Parent Name,1 Field,The institution name representing the highest organization in the hierarchy.
70,Healthcare Ownership,Institution,Base,Main Parent Institution Type,1 Field,Institution type for the Main Parent PIN.
70,Healthcare Ownership,Institution,Base,NAICS Code-Primary,1 Field,The North American Industry Classification System code.
70,Healthcare Ownership,Institution,Base,SIC Code-Primary,1 Field,The Standard Industry Classification (SIC) code.
70,Healthcare Ownership,Institution,Base,NPI Available Institution,1 Field,Indicates whether or not a National Provider Identifier is available for the organization.
70,Healthcare Ownership,Institution,General Properties,Bed Count,1 Field,The number of beds licensed to the institution.
70,Healthcare Ownership,Institution,General Properties,Bed Count Code,1 Field,A description value that identifies the range of licensed beds for the institution.
70,Healthcare Ownership,Institution,General Properties,Corporate Parent Type,1 Field,Indicates the organization's ownership type.
70,Healthcare Ownership,Institution,General Properties,Institution Alternate Name,1 Field,The full name of the institution.
70,Healthcare Ownership,Institution,General Properties,Institution DBA Name,1 Field,"The ""Doing Business As"" name of the institution. This name should be given priority over other names."
70,Healthcare Ownership,Institution,General Properties,Owner Specialization,1 Field,Indicates a specialization of the ownership group.
70,Healthcare Ownership,Institution,Geo Codes,Geo Precision 1,1 Field,Indicates the level of accuracy of the geo code.
70,Healthcare Ownership,Institution,Geo Codes,Latitude,1 Field,"The distance running north or south of the earth's equator, expressed in degrees and minutes."
70,Healthcare Ownership,Institution,Geo Codes,Longitude,1 Field,"The distance east or west of the meridian at Greenwich, England, expressed in degrees and minutes."
70,Healthcare Ownership,Institution,Supplementary Features,EHR System,1 Field,An indicator for whether or not the hospital has an Electronic Health Record system.
70,Healthcare Ownership,Institution,Supplementary Features,NPI Number - Institution,1 Field,"A unique 10-digit identification number issued to health care organizations in the United States by the Centers for Medicare and Medicaid Services (CMS). The NPI has replaced the unique provider identification number (UPIN) as the required identifier for Medicare services, and is used by other payers, including commercial healthcare insurers."
70,Healthcare Ownership,Institution,Supplementary Features,Physician Count,1 Field,The number of physicians at the institution.
70,Healthcare Ownership,Institution,Supplementary Features,Physician Count Code,1 Field,A description value that identifies the range of number of physicians at the institution.
70,Healthcare Ownership,Institution,Supplementary Features,Provider Count,1 Field,"The number of providers at the institution. A provider is a person such as a doctor, physician assistant, or nurse practitioner licensed by the state to perform specified health services."
70,Healthcare Ownership,Institution,Supplementary Features,Provider Count Code,1 Field,A description value that identifies the range of number of providers at the institution.
70,Healthcare Ownership,Institution & Personnel,Base,Institution ID,1 Field,Institution Permanent Identification Number
70,Healthcare Ownership,Institution & Personnel,Base,MCH Institution Type,1 Field,MCH Institution Type
70,Healthcare Ownership,Institution & Personnel,Base,Institution Name,1 Field,The name of the institution.
70,Healthcare Ownership,Institution & Personnel,Base,Person ID,1 Field,Personal Name Permanent ID number
