MCH Institution Type,MCH Institution Type Name,Attribute Level,Attribute Type,Attribute Code,Filterable,Attribute Type Description,Attribute Code Description
63,Child Care Centers,Institution,Child Care Chains,Other Chain,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,"A Child Care Center affiliated with a chain, but having fewer than 40 organizations within the chain"
63,Child Care Centers,Institution,Child Care Chains,Primrose Schools,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with Primrose Schools.
63,Child Care Centers,Institution,Child Care Chains,Rainbow Child Development,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the Rainbow Child Development company.
63,Child Care Centers,Institution,Child Care Chains,Right At School,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the Right At School company.
63,Child Care Centers,Institution,Child Care Chains,Sunshine House,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with The Sunshine House.
63,Child Care Centers,Institution,Child Care Chains,The Childrens Courtyard,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the The Childrens Courtyard company.
63,Child Care Centers,Institution,Child Care Chains,The Learning Experience,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the The Learning Experience company.
63,Child Care Centers,Institution,Child Care Chains,Think Together,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the Think Together company.
63,Child Care Centers,Institution,Child Care Chains,Tutor Time Learning,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with the Tutor Time Learning company.
63,Child Care Centers,Institution,Child Care Chains,Virginia Beach Municipal Center-Kidzquest Asp,No,A Child Care Center owned by a private company with two or more facilities. MCH creates new Child Care Chain values only for chains with 40 or more centers.,A Child Care Center affiliated with Virginia Beach Municipal Center.
63,Child Care Centers,Institution,Early Childhood Enrollment,Early Childhood Enrollment,Yes,A numeric value indicating the center's capacity for enrollment in childcare and/or preschool programs.,A numeric value indicating the center's enrollment in child care and/or preschool programs.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,A - Very Large (150 or more),No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution with an enrollment of 150 or more.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,B - Large (90 - 149),No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution with an enrollment of 90 - 149.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,C - Medium (50 - 89),No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution with an enrollment of 50 - 89.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,D - Small (30 - 49),No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution with an enrollment of 30 - 49.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,E - Very Small (1 - 29),No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution with an enrollment of 1 - 29.
63,Child Care Centers,Institution,Early Childhood Enrollment Range Code,U - Unknown,No,A code-based value that represents the numeric values of Early Childhood Enrollment in broad increments.,An institution where the enrollment is unknown.
63,Child Care Centers,Institution,Geo Precision 1,Approximate,No,Indicates the level of accuracy of the geo code.,The geocode is approximate.
63,Child Care Centers,Institution,Geo Precision 1,Geometric Center,No,Indicates the level of accuracy of the geo code.,The geocode is a geometric center based either on a street or region.
